Player,Age,Pos,Squad,Nation,std_MP,std_Min,pass_Cmp%,pass_PrgDist,pass_KP,pass_1/3,pass_PPA,pass_PrgP,passt_TB,passt_Sw,passt_Crs,gca_PassLive,gca_PassDead,poss_Carries,poss_PrgDist,poss_PrgC,poss_1/3,poss_CPA,gca_TO,gca_Sh,gca_Fld,def_Tkl,def_TklW,def_Int,def_Tkl+Int,def_Blocks,def_Pass,def_Def 3rd,def_Mid 3rd,def_Att 3rd,misc_TklW,misc_Recov,misc_Won,misc_Lost,misc_Fls,misc_Fld,poss_Mis,poss_Dis,def_Lost,std_Gls,std_Ast,std_xG,std_xAG,std_PrgR,shoot_Sh,std_CrdY,std_CrdR,std_90s,pt_Min%,pt_Mn/MP,Cluster
Alonzo Engwanda,21.0,MF,Utrecht,be BEL,21.0,1270.0,0.7440082711506215,-0.6568717282066111,-1.3964687179976227,-0.9561186641995287,-1.0552445038232001,-0.9545660982735193,-0.7966832208771517,-1.1644761036035571,-0.5677531157360142,-1.289554479520316,-0.4256881828729955,-1.0266696780207685,-1.1854211558250856,-1.0427103842155603,-1.057243928576571,-0.75428371152956,-1.0160848173050159,-0.697853795220851,-1.1487680926956103,0.21237644464862646,0.5351387483504046,1.0479479690558953,0.49141714662446834,-0.5267398520610248,-0.30513639624850947,0.4686411908838858,0.15690304082783113,-0.6151246852292456,0.5351387483504046,-1.0124797261419103,-0.1900966540216044,-0.015671209433612148,-1.505164397750638,-1.4619268064077353,-0.9417255665338133,-1.049071208739639,-0.6399730286728885,-0.7648958239013013,-0.8854039279818039,-0.9383572836716598,-1.0439906524464364,-0.9779725653772722,-1.1616762924606205,-1.075174404457249,-0.4417261042993861,-0.7593482394678285,-0.7585922323252089,-0.698249300147908,1
Amine Lachkar,21.0,MF,Willem II,nl NED,23.0,1741.0,1.3075667750445645,0.6183952307671778,-0.9901328083664855,0.9248189179348125,-1.1351625574357762,0.010125038166719759,-0.7966832208771517,0.3048628425743219,-0.8277522061197964,-0.8644027924118517,-0.4256881828729955,0.4414361973729235,0.4343640532678364,-0.5083527697784631,-0.5781229805973619,-0.5566371774924026,-1.0160848173050159,-0.3869916500770173,-0.6075215874832555,0.7020915405442825,0.6659207866006283,0.2955750681952524,0.6116640389320785,1.9360705249418588,0.4682265390709881,0.730581324191609,0.9257279408842031,-0.6151246852292456,0.6659207866006283,0.10442853719892987,0.8506559769346652,-0.24603798810771096,-0.3318203331404815,-0.8443887588734335,-0.5482884540842421,-0.25579205398281313,-0.14023313377294375,-0.7648958239013013,-0.8854039279818039,-0.6930397925898159,-1.1074590668011206,-0.9972565314551339,-0.8184764920179048,0.9908470001860922,-0.4417261042993861,-0.029778362332071803,-0.024326328640495304,0.46155462213166815,2
Anouar El Azzouzi,23.0,MF,Zwolle,nl NED,33.0,2876.0,1.1132362564604465,3.5815541061193406,0.14760773860069876,2.487443986169496,0.06360824675286679,1.994632518843783,-0.7966832208771517,2.263981437478161,-0.08489766216613294,0.7299160342448889,-0.4256881828729955,2.9485740246928103,1.8664488304057845,0.026004844658634174,-0.039111914120751795,-0.5566371774924026,-0.6796783575215984,-0.697853795220851,-1.1487680926956103,2.1712368282312506,1.973741169102864,2.36460054556202,2.355243977392427,0.85243395906059,0.21043889396448892,2.040281990730225,2.292527763206642,0.9226870278438684,1.973741169102864,2.7798134470618723,3.088274133490645,2.9023079871049733,2.0148677960798316,1.272884546958459,1.6437183152776549,1.251438340055156,1.8587264458268353,-0.5349578154892537,-0.8854039279818039,0.18309410413105562,-0.5997117519636477,-0.1680459901070806,0.3582085380714059,2.0238577025077626,-0.4417261042993861,1.7520557606725642,1.7445869847817694,1.2589198186988768,2
Antoni Milambo,19.0,MF,Feyenoord,nl NED,29.0,1978.0,0.6274099600001519,-0.47909531571592345,0.6352108301580635,-0.11693112755497646,0.143526300365443,0.06525024596330485,-0.5600924461924218,-0.18491680615163777,-0.7906094789221132,0.14533246447075068,-0.2084098395315707,-0.26527379422060154,0.06591505720807306,0.3959447315766246,0.9790201003350673,-0.45781391047382386,0.32954102182865386,-0.697853795220851,0.47497142294145417,-0.032481103299201536,0.20818365272484574,-0.8329842830957116,-0.2901876533749982,0.556896713820244,0.854908006730737,-0.4918059645777661,0.24232802972298356,0.6151246852292456,0.20818365272484574,-0.28519062443159576,-0.45028481176067175,-0.32282691433241056,-0.667061494457669,0.3906873361951705,0.5196122797074514,0.7754708472010605,-0.39010308122291615,-0.07508179866515839,1.374220679888425,-0.2724955221637975,-0.15543285148085906,0.1597814332165684,0.26015145223062996,-0.5586690532964138,-0.4417261042993861,0.34903676618072477,0.3428066232018613,-0.11834733900811989,1
Casper Staring,23.0,MF,NAC Breda,nl NED,15.0,628.0,-1.1992969146905574,-1.3581373553377738,-1.4777358999238501,-1.6506186945260548,-1.2150806110483525,-1.7538816113240032,-0.5600924461924218,-1.1644761036035571,-0.6791812973290637,-1.7147061666287802,-0.6429665262144203,-1.8090985972850284,-1.7429609574098595,-1.248232543614444,-1.5363648765557798,-0.75428371152956,-1.0160848173050159,-1.0087159403646846,-1.1487680926956103,-0.8078633384673235,-1.0342457106522782,-0.8329842830957116,-0.8613603918361468,-1.2163267576218322,-1.2073931541212566,-0.404492586808525,-0.868196825913998,-1.537811713073114,-1.0342457106522782,-1.5059973308739094,-0.5023224433084853,-0.8603493979053078,-1.0861129461041534,-1.9912451328657086,-1.2789573772048746,-1.445710786118052,-0.7649080023978747,-0.7648958239013013,-0.8854039279818039,-0.9383572836716598,-1.2343958955104888,-1.1129603279223041,-1.3577904641421723,-1.075174404457249,-0.4417261042993861,-1.7554917255570344,-1.7598639191680001,-2.003028712712431,1
Daouda Weidmann,21.0,MF,RKC Waalwijk,ci CIV,12.0,788.0,0.12215061168144371,-0.9947125120911282,-0.908865626440258,-1.216556175571976,-1.2150806110483525,-1.5333807801376629,-0.7966832208771517,0.3048628425743219,-0.5677531157360142,-1.395842401297432,-0.4256881828729955,-1.4262973518385356,-0.9351539132184538,-0.5494572016582397,-0.9973538100791698,-0.6554604445109813,-0.006865437954763554,-1.0087159403646846,0.47497142294145417,-1.1751496603890654,-1.09963672977739,-0.6448910578805509,-1.0717924533744647,-0.8222770973013709,-0.6918178639082583,-0.8410594756547304,-1.2953217703897602,-1.2302493704584911,-1.09963672977739,-1.142352780018752,-0.7104729694997391,-1.5514497339276043,-0.41563062346977836,-0.9326084799497623,-0.7169043594197727,-0.4937758004098609,-1.2646478972978195,-0.7648958239013013,-0.8854039279818039,-0.903311927802825,-1.0439906524464364,-0.9779725653772722,-1.0636192066198447,-0.04216370213557844,2.263846284534354,-1.5029483065485032,-1.5071620172505338,-0.2633228292930669,1
Dirk Proper,22.0,MF,NEC Nijmegen,nl NED,26.0,2159.0,1.0549371008852118,0.7141714529946331,-0.5025297168091208,1.6482564495249439,-0.7355722893728952,0.9472535707086663,-0.5600924461924218,0.05997301821134207,-0.7906094789221132,-0.17353130086059743,-0.2084098395315707,0.7695515506127745,-0.3414643988127219,-0.8782926566964535,-0.638013099094763,-0.5566371774924026,-1.0160848173050159,-0.697853795220851,-0.6075215874832555,0.3348052186225405,0.4697477292252929,0.2955750681952524,0.34110853123995555,0.4583842987401286,0.08154507141123932,0.2940144353454036,0.327753018618136,0.3075623426146228,0.4697477292252929,-0.2592160136562274,0.3302796614565304,1.4433183888356804,0.8415237314696751,0.2142478940425128,-0.6044937558627523,-0.33511996945849576,0.7343116823019595,-0.7648958239013013,-0.43347900640775816,-0.4827676573768067,-0.47277492325427956,-0.7079970402872083,-0.5733337774159651,-0.04216370213557844,-0.4417261042993861,0.6296405650790926,0.6288842480140874,0.9689688381289827,2
Edouard Michut,21.0,MF,Fortuna Sittard,fr FRA,18.0,1028.0,1.3269998269029752,-1.2525211102787306,-1.4777358999238501,-1.3612436818900022,-1.1351625574357762,-1.588505987934248,-0.7966832208771517,-0.6746964548775974,-0.45632493414296466,-1.342698440408874,-0.6429665262144203,-1.1654877120837823,-1.1715174201247172,-0.8782926566964535,-0.9973538100791698,-0.26016737643666643,-0.343271897738181,-0.3869916500770173,-0.06627508227090066,-0.23652905992239154,0.012010595349510385,-0.17465799484264924,-0.23006420722119308,-0.5267398520610248,-0.5629240413550087,-0.3171792090392839,-0.1847969147527786,0.0,0.012010595349510385,-1.2982004446709623,-0.5023224433084853,-0.3996158405571102,0.087231118506003,0.47890705727149935,-0.6044937558627523,-0.25579205398281313,-0.015298160047957565,-0.5349578154892537,-0.8854039279818039,-0.37763158977030215,-1.1709274811558046,-0.7465649724429317,-0.7694479490975169,0.9908470001860922,2.263846284534354,-1.1381633679806251,-1.1352611049946397,-0.9157125355753285,1
Enric Llansana,23.0,MF,Go Ahead Eag,nl NED,33.0,2719.0,0.005552300530974087,3.1977932156874136,-0.014926625251756132,2.747881497541943,1.1824609973289337,2.490759389013049,0.38627065254649784,2.263981437478161,-0.30775402535223195,1.4739314866847013,-0.4256881828729955,2.0778063564793596,1.4131870465737737,0.1493181402979643,0.08066832287405044,0.03630242461906973,-0.6796783575215984,0.8564569304983172,-1.1487680926956103,2.946619063399373,3.0853884942297642,1.8943674825241181,2.776108100469063,2.822682260662897,3.17499681268923,3.5246094128073238,2.6342277187872516,0.3075623426146228,3.0853884942297642,1.6109559621702956,4.701440711472863,3.2862526182284713,3.0205912800313945,1.3611042680347878,0.5758175814859615,0.22017543887128238,2.483401314451766,0.15485620974688924,0.47037083674033336,-0.23745016629496263,0.9235301925487706,-0.5730092777421764,0.6033512526733457,0.4743416490252569,2.263846284534354,1.499512341664033,1.5014210036913775,0.8964810929865092,2
Espen van Ee,21.0,MF,Heerenveen,nl NED,32.0,2236.0,0.7245752192922108,0.44652283197544285,-0.4212625348828934,1.1563189280436545,-0.49581812853516666,0.6440649278274483,-0.086910896822962,0.5497526669373017,-0.49346766134064785,-0.17353130086059743,-0.6429665262144203,1.2995840443079183,0.49136936963934696,-0.2617261784998028,0.6196793893506606,-0.6554604445109813,-1.0160848173050159,1.1673190756421508,-0.06627508227090066,1.3142354104138525,1.2544399587266344,1.0479479690558953,1.3030836697008374,1.7390456947816282,1.2415894743904856,1.0798348352685734,1.1820029075696603,1.8453740556877367,1.2544399587266344,1.22133680053977,0.27824202990871694,0.5986402003639847,1.4281957637747533,0.5671267783478282,0.6882281850429819,0.6168150162496954,0.9841816297519319,-0.5349578154892537,0.018445915166287602,-0.4827676573768067,-0.5362433376089636,-0.3223177187299742,0.30917999515101796,0.9908470001860922,-0.4417261042993861,0.7418820846384399,0.748083258352515,0.02662815127682713,2
